zip code,location,latitude,longitude
10460,POINT (-73.887245 40.841026),40.841026, -73.887245
11229,POINT (-73.94418 40.612724),40.612724, -73.94418
11365,POINT (-73.81784 40.739655),40.739655, -73.81784
11213,POINT (-73.9537 40.665546),40.665546, -73.9537
11432,POINT (-73.77973 40.721714),40.721714, -73.77973
11208,POINT (-73.86436 40.675667),40.675667, -73.86436
10452,POINT (-73.91448 40.841618),40.841618, -73.91448
11109,POINT (-73.94924 40.742523),40.742523, -73.94924
10463,POINT (-73.90771 40.86952),40.86952, -73.90771
11432,POINT (-73.802864 40.71528),40.71528, -73.802864
11427,POINT (-73.75502 40.724365),40.724365, -73.75502
11427,POINT (-73.75879 40.72752),40.72752, -73.75879
11101,POINT (-73.93756 40.73807),40.73807, -73.93756
11368,POINT (-73.855156 40.759018),40.759018, -73.855156
11422:11434,POINT (-73.82411 40.66492),40.66492, -73.82411
11104,POINT (-73.92396 40.733685),40.733685, -73.92396
10470,POINT (-73.86248 40.894054),40.894054, -73.86248
10031,POINT (-73.96038 40.819157),40.819157, -73.96038
11417,POINT (-73.833534 40.683804),40.683804, -73.833534
11217,POINT (-73.97829 40.685196),40.685196, -73.97829
11222,POINT (-73.93745 40.724262),40.724262, -73.93745
11216,POINT (-73.94346 40.681046),40.681046, -73.94346
10303,POINT (-74.14479 40.63795),40.63795, -74.14479
11203,POINT (-73.9262 40.639977),40.639977, -73.9262
11214,POINT (-74.00712 40.598904),40.598904, -74.00712
11238,POINT (-73.96893 40.672935),40.672935, -73.96893
11357,POINT (-73.80598 40.78628),40.78628, -73.80598
10018,POINT (-73.984085 40.7491),40.7491, -73.984085
11201-1832,POINT (-73.983604 40.693657),40.693657, -73.983604
11373,POINT (-73.87337 40.742493),40.742493, -73.87337
11422,POINT (-73.73447 40.674026),40.674026, -73.73447
111354,POINT (-73.838264 40.76684),40.76684, -73.838264
11434,POINT (-73.79359 40.699757),40.699757, -73.79359
10452,POINT (-73.927 40.83533),40.83533, -73.927
10453,POINT (-73.90838 40.847122),40.847122, -73.90838
10034,POINT (-73.92832 40.84739),40.84739, -73.92832
10303,POINT (-74.16218 40.626698),40.626698, -74.16218
10314,POINT (-74.173386 40.603542),40.603542, -74.173386
11252,POINT (-74.03452 40.608906),40.608906, -74.03452
10460,POINT (-73.872055 40.855072),40.855072, -73.872055
11365,POINT (-73.789894 40.74006),40.74006, -73.789894
10460,POINT (-73.875595 40.836403),40.836403, -73.875595
10039,POINT (-73.93118 40.828316),40.828316, -73.93118
11416,POINT (-73.836945 40.686844),40.686844, -73.836945
11249,POINT (-73.954445 40.713028),40.713028, -73.954445
11421,POINT (-73.868645 40.699577),40.699577, -73.868645
10029,POINT (-73.94564 40.790253),40.790253, -73.94564
11231,POINT (-74.002304 40.682663),40.682663, -74.002304
11412,POINT (-73.74948 40.7079),40.7079, -73.74948
10452,POINT (-73.91877 40.844975),40.844975, -73.91877
11102,POINT (-73.92028 40.772953),40.772953, -73.92028
11422,POINT (-73.73102 40.665363),40.665363, -73.73102
10467,POINT (-73.872055 40.8665),40.8665, -73.872055
10314,POINT (-74.13231 40.61244),40.61244, -74.13231
10453,POINT (-73.91623 40.847557),40.847557, -73.91623
10451:10455,POINT (-73.93095 40.823635),40.823635, -73.93095
11213,POINT (-73.945305 40.665985),40.665985, -73.945305
11237,POINT (-73.91143 40.701485),40.701485, -73.91143
10009,POINT (-73.97491 40.735764),40.735764, -73.97491
11364:11427,POINT (-73.76561 40.7324),40.7324, -73.76561
11434,POINT (-73.774506 40.67033),40.67033, -73.774506
11414,POINT (-73.84912 40.662655),40.662655, -73.84912
11435,POINT (-73.81794 40.705875),40.705875, -73.81794
11354,POINT (-73.82934 40.77417),40.77417, -73.82934
11422:11434,POINT (-73.82774 40.665154),40.665154, -73.82774
10029,POINT (-73.947464 40.78775),40.78775, -73.947464
11224,POINT (-73.99246 40.588642),40.588642, -73.99246
11221,POINT (-73.9203 40.692482),40.692482, -73.9203
10460,POINT (-73.872925 40.83942),40.83942, -73.872925
10312,POINT (-74.18999 40.575375),40.575375, -74.18999
11221,POINT (-73.926315 40.69874),40.69874, -73.926315
11221,POINT (-73.931465 40.694855),40.694855, -73.931465
11413,POINT (-73.750046 40.665855),40.665855, -73.750046
11221,POINT (-73.92606 40.697998),40.697998, -73.92606
10017-6927,POINT (-73.969124 40.74665),40.74665, -73.969124
11216,POINT (-73.94106 40.683567),40.683567, -73.94106
11216,POINT (-73.950455 40.684734),40.684734, -73.950455
11359,POINT (-73.77009 40.781),40.781, -73.77009
11231,POINT (-74.008156 40.653873),40.653873, -74.008156
11215,POINT (-73.99452 40.663834),40.663834, -73.99452
11415,POINT (-73.82303 40.711945),40.711945, -73.82303
10457,POINT (-73.90147 40.850822),40.850822, -73.90147
11375,POINT (-73.83531 40.721497),40.721497, -73.83531
10303,POINT (-74.1672 40.620438),40.620438, -74.1672
11220,POINT (-74.02179 40.64018),40.64018, -74.02179
11215,POINT (-73.98465 40.658253),40.658253, -73.98465
11201,POINT (-73.99913 40.689274),40.689274, -73.99913
11421,POINT (-73.872955 40.697216),40.697216, -73.872955
10457,POINT (-73.89037 40.84271),40.84271, -73.89037
11221,POINT (-73.93078 40.69891),40.69891, -73.93078
10461,POINT (-73.82846 40.844448),40.844448, -73.82846
11205,POINT (-73.97247 40.696186),40.696186, -73.97247
11365,POINT (-73.79919 40.738136),40.738136, -73.79919
11216,POINT (-73.9537 40.6745),40.6745, -73.9537
10037:10454,POINT (-73.93444 40.81423),40.81423, -73.93444
11206,POINT (-73.94878 40.693172),40.693172, -73.94878
11435,POINT (-73.8189 40.707153),40.707153, -73.8189
11252,POINT (-74.02955 40.60487),40.60487, -74.02955
11201,POINT (-73.998215 40.69599),40.69599, -73.998215
11239-2801,POINT (-73.877205 40.641205),40.641205, -73.877205
11426,POINT (-73.7283 40.741734),40.741734, -73.7283
11216,POINT (-73.951164 40.680477),40.680477, -73.951164
10314,POINT (-74.166336 40.632164),40.632164, -74.166336
10016,POINT (-73.985504 40.74715),40.74715, -73.985504
11239,POINT (-73.88173 40.653755),40.653755, -73.88173
11422,POINT (-73.738235 40.668625),40.668625, -73.738235
10027,POINT (-73.95305 40.80761),40.80761, -73.95305
10027,POINT (-73.95313 40.81269),40.81269, -73.95313
11233,POINT (-73.94204 40.671185),40.671185, -73.94204
10024,POINT (-73.98051 40.792015),40.792015, -73.98051
11221,POINT (-73.92598 40.693863),40.693863, -73.92598
11354,POINT (-73.82485 40.783268),40.783268, -73.82485
10039,POINT (-73.93936 40.825897),40.825897, -73.93936
11224,POINT (-73.98241 40.575512),40.575512, -73.98241
11224-9993,POINT (-73.98053 40.582874),40.582874, -73.98053
11233,POINT (-73.92172 40.678116),40.678116, -73.92172
10035,POINT (-73.93284 40.793438),40.793438, -73.93284
11234,POINT (-73.89856 40.60545),40.60545, -73.89856
10040,POINT (-73.92872 40.85618),40.85618, -73.92872
11378,POINT (-73.91327 40.71507),40.71507, -73.91327
11415,POINT (-73.83483 40.72123),40.72123, -73.83483
10472,POINT (-73.85974 40.833065),40.833065, -73.85974
10025-4403,POINT (-73.9678 40.8022),40.8022, -73.9678
11374-2756,POINT (-73.87733 40.729866),40.729866, -73.87733
11216,POINT (-73.95162 40.690594),40.690594, -73.95162
10034,POINT (-73.915886 40.869846),40.869846, -73.915886
11365,POINT (-73.78478 40.74132),40.74132, -73.78478
11216,POINT (-73.953026 40.67268),40.67268, -73.953026
11433,POINT (-73.785675 40.694744),40.694744, -73.785675
10037:10454,POINT (-73.93481 40.8115),40.8115, -73.93481
10466,POINT (-73.8313 40.88781),40.88781, -73.8313
11422,POINT (-73.73336 40.675297),40.675297, -73.73336
10031,POINT (-73.94952 40.82773),40.82773, -73.94952
10035,POINT (-73.934364 40.79252),40.79252, -73.934364
11207,POINT (-73.90079 40.66855),40.66855, -73.90079
11365,POINT (-73.78812 40.740547),40.740547, -73.78812
11367,POINT (-73.809395 40.73883),40.73883, -73.809395
10467,POINT (-73.86453 40.89165),40.89165, -73.86453
11423,POINT (-73.76318 40.726135),40.726135, -73.76318
10009,POINT (-73.97703 40.713875),40.713875, -73.97703
11415,POINT (-73.831924 40.713993),40.713993, -73.831924
11693,POINT (-73.84296 40.671196),40.671196, -73.84296
10469,POINT (-73.84241 40.878746),40.878746, -73.84241
11419,POINT (-73.83441 40.687565),40.687565, -73.83441
10065,POINT (-73.9533 40.76363),40.76363, -73.9533
10033,POINT (-73.92444 40.8452),40.8452, -73.92444
11106,POINT (-73.92725 40.75967),40.75967, -73.92725
11357,POINT (-73.82259 40.789116),40.789116, -73.82259
10030,POINT (-73.94231 40.817226),40.817226, -73.94231
11235,POINT (-73.93421 40.586338),40.586338, -73.93421
10115,POINT (-73.9698 40.80704),40.80704, -73.9698
11220,POINT (-74.01142 40.64759),40.64759, -74.01142
11205,POINT (-73.95979 40.703724),40.703724, -73.95979
11101,POINT (-73.931915 40.7374),40.7374, -73.931915
10009,POINT (-73.978546 40.728745),40.728745, -73.978546
10309:10312,POINT (-74.207 40.557568),40.557568, -74.207
10013,POINT (-74.012184 40.720318),40.720318, -74.012184
11365,POINT (-73.8075 40.738823),40.738823, -73.8075
11420,POINT (-73.83132 40.66559),40.66559, -73.83132
10040,POINT (-73.93091 40.85798),40.85798, -73.93091
11365,POINT (-73.783005 40.74181),40.74181, -73.783005
11427,POINT (-73.75457 40.72707),40.72707, -73.75457
11238,POINT (-73.95671 40.67417),40.67417, -73.95671
10304,POINT (-74.103455 40.61054),40.61054, -74.103455
11201,POINT (-74.00006 40.687317),40.687317, -74.00006
11368,POINT (-73.86224 40.75092),40.75092, -73.86224
11211,POINT (-73.940414 40.722496),40.722496, -73.940414
11359,POINT (-73.784225 40.789467),40.789467, -73.784225
10461,POINT (-73.83453 40.84528),40.84528, -73.83453
10314-3903,POINT (-74.16034 40.584793),40.584793, -74.16034
11432,POINT (-73.80416 40.716034),40.716034, -73.80416
10310,POINT (-74.1202 40.610214),40.610214, -74.1202
11231,POINT (-73.992165 40.680153),40.680153, -73.992165
10010,POINT (-73.97484 40.734882),40.734882, -73.97484
11109,POINT (-73.94794 40.74143),40.74143, -73.94794
11358:11432,POINT (-73.812164 40.738728),40.738728, -73.812164
10030,POINT (-73.947044 40.815826),40.815826, -73.947044
11235-2012,POINT (-73.92529 40.58428),40.58428, -73.92529
11211,POINT (-73.92913 40.72787),40.72787, -73.92913
10032,POINT (-73.94599 40.840496),40.840496, -73.94599
11232,POINT (-74.001236 40.660393),40.660393, -74.001236
10030,POINT (-73.944695 40.819046),40.819046, -73.944695
11385,POINT (-73.88363 40.691914),40.691914, -73.88363
11106,POINT (-73.9246 40.761597),40.761597, -73.9246
10033,POINT (-73.932 40.851696),40.851696, -73.932
10311,POINT (-74.18777 40.602028),40.602028, -74.18777
11375,POINT (-73.84211 40.720615),40.720615, -73.84211
11368,POINT (-73.852356 40.753407),40.753407, -73.852356
10458,POINT (-73.88771 40.837433),40.837433, -73.88771
10461,POINT (-73.86696 40.8475),40.8475, -73.86696
11211,POINT (-73.93216 40.72575),40.72575, -73.93216
11421,POINT (-73.873314 40.697235),40.697235, -73.873314
11412,POINT (-73.751205 40.690086),40.690086, -73.751205
11205,POINT (-73.971466 40.696156),40.696156, -73.971466
10472,POINT (-73.879 40.82371),40.82371, -73.879
11211,POINT (-73.925156 40.732613),40.732613, -73.925156
10457,POINT (-73.892006 40.845837),40.845837, -73.892006
11209,POINT (-74.02198 40.621357),40.621357, -74.02198
10035,POINT (-73.93503 40.83061),40.83061, -73.93503
11385,POINT (-73.91567 40.71347),40.71347, -73.91567
10463,POINT (-73.90295 40.879307),40.879307, -73.90295
11205,POINT (-73.95147 40.68986),40.68986, -73.95147
10027,POINT (-73.9502 40.80641),40.80641, -73.9502
11385,POINT (-73.88332 40.691914),40.691914, -73.88332
10451,POINT (-73.92714 40.82821),40.82821, -73.92714
11354,POINT (-73.83345 40.7712),40.7712, -73.83345
10034,POINT (-73.92033 40.869),40.869, -73.92033
11211,POINT (-73.93066 40.7266),40.7266, -73.93066
10034,POINT (-73.931404 40.867775),40.867775, -73.931404
11214,POINT (-74.00402 40.59719),40.59719, -74.00402
11005,POINT (-73.72125 40.756786),40.756786, -73.72125
11365,POINT (-73.77733 40.743164),40.743164, -73.77733
10302,POINT (-74.13334 40.626392),40.626392, -74.13334
11225,POINT (-73.95862 40.6689),40.6689, -73.95862
10459,POINT (-73.89722 40.826057),40.826057, -73.89722
10032,POINT (-73.93348 40.83863),40.83863, -73.93348
11436,POINT (-73.804344 40.681347),40.681347, -73.804344
11206,POINT (-73.93735 40.694485),40.694485, -73.93735
111354,POINT (-73.83772 40.74357),40.74357, -73.83772
10454-2701,POINT (-73.906334 40.807213),40.807213, -73.906334
10017-6927,POINT (-73.96599 40.750443),40.750443, -73.96599
10467,POINT (-73.866394 40.88756),40.88756, -73.866394
11231,POINT (-73.999985 40.6742),40.6742, -73.999985
10030,POINT (-73.948364 40.816376),40.816376, -73.948364
10465,POINT (-73.81783 40.828068),40.828068, -73.81783
10463,POINT (-73.90703 40.886612),40.886612, -73.90703
11697,POINT (-73.91276 40.58571),40.58571, -73.91276
11375,POINT (-73.83625 40.72277),40.72277, -73.83625
11005,POINT (-73.72321 40.754105),40.754105, -73.72321
10467,POINT (-73.85862 40.87892),40.87892, -73.85862
11433,POINT (-73.78873 40.70003),40.70003, -73.78873
11369,POINT (-73.86079 40.76349),40.76349, -73.86079
10014,POINT (-74.00457 40.73401),40.73401, -74.00457
10460,POINT (-73.8888 40.841877),40.841877, -73.8888
11435,POINT (-73.81303 40.702496),40.702496, -73.81303
11385,POINT (-73.879875 40.69255),40.69255, -73.879875
11205,POINT (-73.97348 40.696228),40.696228, -73.97348
11226,POINT (-73.957924 40.644142),40.644142, -73.957924
11360,POINT (-73.77161 40.744526),40.744526, -73.77161
10115,POINT (-73.969734 40.806847),40.806847, -73.969734
10451,POINT (-73.915634 40.825974),40.825974, -73.915634
10040,POINT (-73.92687 40.856228),40.856228, -73.92687
11426,POINT (-73.73154 40.743244),40.743244, -73.73154
11417,POINT (-73.83884 40.679863),40.679863, -73.83884
11239-2801,POINT (-73.874886 40.64511),40.64511, -73.874886
10314,POINT (-74.15045 40.585266),40.585266, -74.15045
11214,POINT (-73.99302 40.590046),40.590046, -73.99302
10456,POINT (-73.907745 40.826492),40.826492, -73.907745
10459,POINT (-73.88573 40.82255),40.82255, -73.88573
11205,POINT (-73.970436 40.696117),40.696117, -73.970436
11356,POINT (-73.84574 40.786),40.786, -73.84574
11368,POINT (-73.84866 40.74693),40.74693, -73.84866
10314,POINT (-74.15767 40.61439),40.61439, -74.15767
10016,POINT (-73.97447 40.737194),40.737194, -73.97447
10011,POINT (-74.000656 40.73723),40.73723, -74.000656
10035,POINT (-73.94225 40.784325),40.784325, -73.94225
10025,POINT (-73.975845 40.795532),40.795532, -73.975845
10019,POINT (-73.9992 40.734135),40.734135, -73.9992
11233,POINT (-73.9138 40.6848),40.6848, -73.9138
10040,POINT (-73.93215 40.841187),40.841187, -73.93215
11211,POINT (-73.93888 40.723335),40.723335, -73.93888
11001,POINT (-73.74546 40.716),40.716, -73.74546
11252,POINT (-74.02212 40.60459),40.60459, -74.02212
10461,POINT (-73.84126 40.841064),40.841064, -73.84126
11236,POINT (-73.90736 40.63083),40.63083, -73.90736
11379,POINT (-73.882614 40.728474),40.728474, -73.882614
10454-2701,POINT (-73.91472 40.80355),40.80355, -73.91472
11239,POINT (-73.880035 40.636063),40.636063, -73.880035
11414,POINT (-73.83653 40.666756),40.666756, -73.83653
10470,POINT (-73.88029 40.897144),40.897144, -73.88029
11221,POINT (-73.91769 40.687004),40.687004, -73.91769
11355,POINT (-73.81456 40.742195),40.742195, -73.81456
11213,POINT (-73.931465 40.66523),40.66523, -73.931465
11234,POINT (-73.90629 40.598392),40.598392, -73.90629
11207,POINT (-73.894196 40.657555),40.657555, -73.894196
10037,POINT (-73.93576 40.815327),40.815327, -73.93576
11208,POINT (-73.86792 40.674667),40.674667, -73.86792
11422,POINT (-73.736534 40.664043),40.664043, -73.736534
10033,POINT (-73.93002 40.84931),40.84931, -73.93002
10000,POINT (-74.00723 40.713055),40.713055, -74.00723
11375,POINT (-73.83771 40.71865),40.71865, -73.83771
10024,POINT (-73.97737 40.78956),40.78956, -73.97737
11435,POINT (-73.81534 40.700436),40.700436, -73.81534
10465,POINT (-73.830795 40.82698),40.82698, -73.830795
11213,POINT (-73.93407 40.667164),40.667164, -73.93407
11433,POINT (-73.781296 40.70355),40.70355, -73.781296
11221,POINT (-73.91176 40.690453),40.690453, -73.91176
10032,POINT (-73.94541 40.842194),40.842194, -73.94541
10009:10010,POINT (-73.9749 40.719547),40.719547, -73.9749
11208,POINT (-73.88221 40.68536),40.68536, -73.88221
10458,POINT (-73.88379 40.87138),40.87138, -73.88379
11215,POINT (-73.97328 40.658535),40.658535, -73.97328
11222,POINT (-73.942825 40.72114),40.72114, -73.942825
11211,POINT (-73.941864 40.7216),40.7216, -73.941864
11378,POINT (-73.91187 40.729996),40.729996, -73.91187
10452,POINT (-73.93177 40.829506),40.829506, -73.93177
11374,POINT (-73.85224 40.729294),40.729294, -73.85224
11207,POINT (-73.897026 40.679485),40.679485, -73.897026
10463,POINT (-73.907234 40.86885),40.86885, -73.907234
10454-4606,POINT (-73.92458 40.806797),40.806797, -73.92458
10472,POINT (-73.8574 40.832222),40.832222, -73.8574
10033,POINT (-73.93798 40.84771),40.84771, -73.93798
10458,POINT (-73.88907 40.867928),40.867928, -73.88907
10044,POINT (-73.9556 40.76154),40.76154, -73.9556
11109,POINT (-73.94285 40.739857),40.739857, -73.94285
11252,POINT (-74.0336 40.607666),40.607666, -74.0336
10031,POINT (-73.95373 40.825294),40.825294, -73.95373
10031,POINT (-73.95616 40.822258),40.822258, -73.95616
11208,POINT (-73.86332 40.675323),40.675323, -73.86332
11421,POINT (-73.86969 40.698154),40.698154, -73.86969
11216,POINT (-73.9474 40.67327),40.67327, -73.9474
111354,POINT (-73.84277 40.74121),40.74121, -73.84277
10312,POINT (-74.16902 40.540096),40.540096, -74.16902
10460,POINT (-73.87792 40.83675),40.83675, -73.87792
11252,POINT (-74.041275 40.62756),40.62756, -74.041275
10029-6408,POINT (-73.94386 40.78029),40.78029, -73.94386
10467,POINT (-73.88087 40.870968),40.870968, -73.88087
11415,POINT (-73.8366 40.711384),40.711384, -73.8366
11362,POINT (-73.74191 40.755203),40.755203, -73.74191
10453,POINT (-73.92071 40.85214),40.85214, -73.92071
10040,POINT (-73.9342 40.862495),40.862495, -73.9342
11435,POINT (-73.8085 40.706085),40.706085, -73.8085
10463,POINT (-73.90499 40.87514),40.87514, -73.90499
11427,POINT (-73.7575 40.725975),40.725975, -73.7575
11101,POINT (-73.93864 40.738403),40.738403, -73.93864
11415,POINT (-73.84146 40.70904),40.70904, -73.84146
11422:11434,POINT (-73.79904 40.666157),40.666157, -73.79904
11435,POINT (-73.80888 40.701813),40.701813, -73.80888
10467,POINT (-73.8701 40.87787),40.87787, -73.8701
11214,POINT (-74.00231 40.59662),40.59662, -74.00231
11225,POINT (-73.95336 40.669113),40.669113, -73.95336
10010,POINT (-73.973526 40.738503),40.738503, -73.973526
10029-6408,POINT (-73.942215 40.7842),40.7842, -73.942215
10460,POINT (-73.87933 40.836975),40.836975, -73.87933
11367,POINT (-73.82076 40.724667),40.724667, -73.82076
11426,POINT (-73.7329 40.744183),40.744183, -73.7329
11209,POINT (-74.01734 40.63073),40.63073, -74.01734
11005,POINT (-73.72422 40.7531),40.7531, -73.72422
111354,POINT (-73.83863 40.757065),40.757065, -73.83863
11420,POINT (-73.81863 40.66503),40.66503, -73.81863
11374-2756,POINT (-73.87881 40.72942),40.72942, -73.87881
10462,POINT (-73.86468 40.857903),40.857903, -73.86468
10451,POINT (-73.9257 40.815872),40.815872, -73.9257
10009,POINT (-73.97255 40.73019),40.73019, -73.97255
10032,POINT (-73.94583 40.832764),40.832764, -73.94583
10035,POINT (-73.93436 40.82101),40.82101, -73.93436
11415,POINT (-73.82782 40.716713),40.716713, -73.82782
11426,POINT (-73.739494 40.74937),40.74937, -73.739494
10451:10455,POINT (-73.93075 40.819042),40.819042, -73.93075
10019,POINT (-73.99014 40.751656),40.751656, -73.99014
11357,POINT (-73.80593 40.786396),40.786396, -73.80593
11378,POINT (-73.9049 40.712856),40.712856, -73.9049
11239,POINT (-73.87729 40.64137),40.64137, -73.87729
11385,POINT (-73.88794 40.701355),40.701355, -73.88794
11214,POINT (-74.00053 40.596184),40.596184, -74.00053
10017-6927,POINT (-73.96894 40.747112),40.747112, -73.96894
10467,POINT (-73.87364 40.876434),40.876434, -73.87364
11220,POINT (-74.02162 40.638767),40.638767, -74.02162
10461,POINT (-73.83661 40.827454),40.827454, -73.83661
11416,POINT (-73.8596 40.685093),40.685093, -73.8596
11362,POINT (-73.74334 40.75426),40.75426, -73.74334
11433,POINT (-73.78805 40.703556),40.703556, -73.78805
11427,POINT (-73.75632 40.726448),40.726448, -73.75632
11232,POINT (-74.00244 40.659473),40.659473, -74.00244
11208,POINT (-73.86169 40.684494),40.684494, -73.86169
11354,POINT (-73.824844 40.78214),40.78214, -73.824844
11357,POINT (-73.82394 40.786423),40.786423, -73.82394
10454-4606,POINT (-73.92475 40.806553),40.806553, -73.92475
11101,POINT (-73.93774 40.738197),40.738197, -73.93774
10452,POINT (-73.93176 40.83245),40.83245, -73.93176
10032,POINT (-73.94561 40.83516),40.83516, -73.94561
11419,POINT (-73.813545 40.691208),40.691208, -73.813545
11361,POINT (-73.76086 40.761585),40.761585, -73.76086
10458,POINT (-73.89113 40.858868),40.858868, -73.89113
11439,POINT (-73.794685 40.786358),40.786358, -73.794685
10031,POINT (-73.95459 40.82077),40.82077, -73.95459
11213,POINT (-73.9281 40.67132),40.67132, -73.9281
10458,POINT (-73.87272 40.85797),40.85797, -73.87272
10033,POINT (-73.94129 40.851395),40.851395, -73.94129
11423,POINT (-73.77485 40.72405),40.72405, -73.77485
11377,POINT (-73.90128 40.739193),40.739193, -73.90128
10457,POINT (-73.901474 40.848114),40.848114, -73.901474
11367,POINT (-73.80001 40.738518),40.738518, -73.80001
11209,POINT (-74.03733 40.637043),40.637043, -74.03733
10031,POINT (-73.950226 40.8327),40.8327, -73.950226
11232,POINT (-74.01528 40.64712),40.64712, -74.01528
10009:10010,POINT (-73.97357 40.723835),40.723835, -73.97357
11422:11434,POINT (-73.7628 40.666435),40.666435, -73.7628
10034,POINT (-73.91894 40.86114),40.86114, -73.91894
10454,POINT (-73.911415 40.80514),40.80514, -73.911415
10033,POINT (-73.93866 40.84999),40.84999, -73.93866
11378,POINT (-73.88796 40.727318),40.727318, -73.88796
10460,POINT (-73.87145 40.847965),40.847965, -73.87145
10035,POINT (-73.93257 40.839825),40.839825, -73.93257
11207,POINT (-73.882515 40.656216),40.656216, -73.882515
10461,POINT (-73.83703 40.839783),40.839783, -73.83703
10461,POINT (-73.84789 40.84599),40.84599, -73.84789
11236,POINT (-73.89728 40.61821),40.61821, -73.89728
10022,POINT (-73.97076 40.76161),40.76161, -73.97076
11697,POINT (-73.91603 40.5846),40.5846, -73.91603
11237,POINT (-73.932304 40.70775),40.70775, -73.932304
10029,POINT (-73.9451 40.79676),40.79676, -73.9451
10454-4606,POINT (-73.92785 40.808243),40.808243, -73.92785
11220,POINT (-74.01606 40.63443),40.63443, -74.01606
11427,POINT (-73.743034 40.73527),40.73527, -73.743034
10465,POINT (-73.82431 40.824932),40.824932, -73.82431
10282,POINT (-74.01245 40.719055),40.719055, -74.01245
11374-2756,POINT (-73.86023 40.729355),40.729355, -73.86023
10460,POINT (-73.87123 40.846466),40.846466, -73.87123
11101,POINT (-73.9462 40.745613),40.745613, -73.9462
11372,POINT (-73.893616 40.74877),40.74877, -73.893616
10467,POINT (-73.87168 40.863632),40.863632, -73.87168
11422:11434,POINT (-73.77546 40.667385),40.667385, -73.77546
11201-1832,POINT (-73.99144 40.701706),40.701706, -73.99144
11365,POINT (-73.81428 40.73873),40.73873, -73.81428
11378,POINT (-73.895744 40.730816),40.730816, -73.895744
11102,POINT (-73.9228 40.773964),40.773964, -73.9228
11360,POINT (-73.79566 40.773037),40.773037, -73.79566
11213,POINT (-73.93699 40.665535),40.665535, -73.93699
10473,POINT (-73.83642 40.829),40.829, -73.83642
10468,POINT (-73.90389 40.86442),40.86442, -73.90389
11236,POINT (-73.89309 40.625786),40.625786, -73.89309
10303,POINT (-74.15783 40.626217),40.626217, -74.15783
11423,POINT (-73.773155 40.72475),40.72475, -73.773155
10009,POINT (-73.97511 40.718075),40.718075, -73.97511
10301,POINT (-74.077774 40.644073),40.644073, -74.077774
10010,POINT (-73.97447 40.733425),40.733425, -73.97447
10014,POINT (-74.00309 40.73908),40.73908, -74.00309
10469,POINT (-73.84443 40.86952),40.86952, -73.84443
11101,POINT (-73.93744 40.734543),40.734543, -73.93744
10472,POINT (-73.86857 40.83569),40.83569, -73.86857
10033,POINT (-73.94861 40.85093),40.85093, -73.94861
11433,POINT (-73.79681 40.704697),40.704697, -73.79681
11231,POINT (-73.99922 40.672886),40.672886, -73.99922
11364,POINT (-73.82773 40.742935),40.742935, -73.82773
11103,POINT (-73.9177 40.767353),40.767353, -73.9177
11215,POINT (-73.996414 40.667915),40.667915, -73.996414
10128,POINT (-73.953514 40.785244),40.785244, -73.953514
11214,POINT (-73.990585 40.586212),40.586212, -73.990585
10314,POINT (-74.13216 40.60855),40.60855, -74.13216
11697,POINT (-73.91969 40.583733),40.583733, -73.91969
11201-1832,POINT (-73.98594 40.700836),40.700836, -73.98594
10303,POINT (-74.15741 40.62615),40.62615, -74.15741
10455,POINT (-73.905846 40.810997),40.810997, -73.905846
11203,POINT (-73.925415 40.65768),40.65768, -73.925415
10035,POINT (-73.943954 40.795437),40.795437, -73.943954
10303,POINT (-74.156685 40.626045),40.626045, -74.156685
11367,POINT (-73.83239 40.726902),40.726902, -73.83239
10459,POINT (-73.8988 40.830105),40.830105, -73.8988
10314,POINT (-74.14028 40.601425),40.601425, -74.14028
10314,POINT (-74.16583 40.606762),40.606762, -74.16583
11355,POINT (-73.82562 40.75858),40.75858, -73.82562
11385,POINT (-73.89106 40.703815),40.703815, -73.89106
11213,POINT (-73.94095 40.676388),40.676388, -73.94095
10453,POINT (-73.90663 40.84512),40.84512, -73.90663
11234,POINT (-73.9066 40.623074),40.623074, -73.9066
11210,POINT (-73.951675 40.61132),40.61132, -73.951675
11434,POINT (-73.77522 40.661312),40.661312, -73.77522
11358,POINT (-73.79837 40.760094),40.760094, -73.79837
10034,POINT (-73.91721 40.866814),40.866814, -73.91721
10011,POINT (-73.99565 40.7441),40.7441, -73.99565
11229,POINT (-73.93535 40.601536),40.601536, -73.93535
10475,POINT (-73.82981 40.88152),40.88152, -73.82981
11102,POINT (-73.914 40.769703),40.769703, -73.914
11368,POINT (-73.84598 40.739693),40.739693, -73.84598
11106,POINT (-73.93056 40.76122),40.76122, -73.93056
10471,POINT (-73.908134 40.891457),40.891457, -73.908134
10314,POINT (-74.165695 40.58785),40.58785, -74.165695
11225,POINT (-73.95058 40.66012),40.66012, -73.95058
11359,POINT (-73.77709 40.78779),40.78779, -73.77709
11252,POINT (-74.04134 40.623245),40.623245, -74.04134
10314,POINT (-74.15877 40.613007),40.613007, -74.15877
10034,POINT (-73.92363 40.867817),40.867817, -73.92363
11205,POINT (-73.95564 40.69689),40.69689, -73.95564
11102,POINT (-73.92377 40.776546),40.776546, -73.92377
11385,POINT (-73.90285 40.706493),40.706493, -73.90285
11239,POINT (-73.874954 40.645256),40.645256, -73.874954
10461,POINT (-73.82739 40.849247),40.849247, -73.82739
11208,POINT (-73.883316 40.67834),40.67834, -73.883316
